"","sampleID","percent_aquatic_pa","percent_aquatic_ra","num_fam","parental_investment_proj","band","species","location","site","nest","year","age","sex","capture_date","cap_doy","cap_num","age.1","mass","bhead","fwing","sseries_type","cort1_raw","cort1_correct","glucose1","buty","cort2_raw","cort2_correct","glucose2","inject1_type","inject1_dose","inject2_type","inject2_dose","cort3_raw","cort3_correct","glucose3","fate","micro_nb","blood_nb","bolus_nb","lifetag_nb","Notes","site_box_year","Nest_Experiment","Nest_Treatment","Day6_Brood_Mass","Brood_Size_Day6","avg_day6_mass","exp_treat","TotalReads"
"95","L20N010",0.5,0.290598290598291,8,"yes","","TRES","Ithaca","Unit_4","3","2020","Nestling","","6/10/20","162","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_3_2020","CortMovement","Cort",61.1,5,12.22,"CortMovement_Cort",117
"96","L20N011",0.375,0.0355263157894737,16,"yes","","TRES","Ithaca","Unit_4","3","2020","Nestling","","6/10/20","162","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_3_2020","CortMovement","Cort",61.1,5,12.22,"CortMovement_Cort",760
"97","L20N012",0.181818181818182,0.0766871165644172,11,"yes","","TRES","Ithaca","Unit_4","3","2020","Nestling","","6/10/20","162","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_3_2020","CortMovement","Cort",61.1,5,12.22,"CortMovement_Cort",326
"98","L20N013",0.375,0.113636363636364,8,"yes","","TRES","Ithaca","Unit_4","3","2020","Nestling","","6/10/20","162","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_3_2020","CortMovement","Cort",61.1,5,12.22,"CortMovement_Cort",44
"99","L20N014",0.375,0.943384879725086,16,"yes","","TRES","Ithaca","Unit_4","13","2020","Nestling","","6/10/20","162","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_13_2020","CortMovement","Control",58.1,5,11.62,"CortMovement_Control",23280
"100","L20N015",0.35,0.78125,20,"yes","","TRES","Ithaca","Unit_4","13","2020","Nestling","","6/10/20","162","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_13_2020","CortMovement","Control",58.1,5,11.62,"CortMovement_Control",2400
"101","L20N016",0.333333333333333,0.65644701041874,27,"yes","","TRES","Ithaca","Unit_4","13","2020","Nestling","","6/10/20","162","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_13_2020","CortMovement","Control",58.1,5,11.62,"CortMovement_Control",15069
"102","L20N017",0.277777777777778,0.162201420271143,18,"yes","","TRES","Ithaca","Unit_4","13","2020","Nestling","","6/10/20","162","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_13_2020","CortMovement","Control",58.1,5,11.62,"CortMovement_Control",6196
"103","L20N018",0.3,0.894555434990745,20,"yes","","TRES","Ithaca","Unit_4","13","2020","Nestling","","6/10/20","162","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_13_2020","CortMovement","Control",58.1,5,11.62,"CortMovement_Control",15667
"104","L20N023",0.4,0.105706211292165,10,"yes","","TRES","Ithaca","Turkey_Hill","48","2020","Nestling","","6/11/20","163","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_48_2020","CortMovement","Control",44.5,5,8.9,"CortMovement_Control",16631
"105","L20N024",0.4,0.991638160395287,10,"yes","","TRES","Ithaca","Turkey_Hill","48","2020","Nestling","","6/11/20","163","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_48_2020","CortMovement","Control",44.5,5,8.9,"CortMovement_Control",7893
"106","L20N025",0.6,0.7,5,"yes","","TRES","Ithaca","Turkey_Hill","48","2020","Nestling","","6/11/20","163","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_48_2020","CortMovement","Control",44.5,5,8.9,"CortMovement_Control",20
"107","L20N026",0.428571428571429,0.979460093896714,7,"yes","","TRES","Ithaca","Turkey_Hill","48","2020","Nestling","","6/11/20","163","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_48_2020","CortMovement","Control",44.5,5,8.9,"CortMovement_Control",3408
"108","L20N027",0.363636363636364,0.928301195997071,22,"yes","","TRES","Ithaca","Turkey_Hill","48","2020","Nestling","","6/11/20","163","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_48_2020","CortMovement","Control",44.5,5,8.9,"CortMovement_Control",16388
"109","L20N031",0.466666666666667,0.823091247672253,15,"yes","","TRES","Ithaca","Turkey_Hill","50","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_50_2020","CortMovement","Control",69.8,6,11.6333333333333,"CortMovement_Control",1611
"110","L20N032",0.416666666666667,0.99645390070922,12,"yes","","TRES","Ithaca","Turkey_Hill","50","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_50_2020","CortMovement","Control",69.8,6,11.6333333333333,"CortMovement_Control",15510
"111","L20N033",0.4,0.855932203389831,15,"yes","","TRES","Ithaca","Turkey_Hill","50","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_50_2020","CortMovement","Control",69.8,6,11.6333333333333,"CortMovement_Control",354
"112","L20N034",0.6,0.0414746543778802,5,"yes","","TRES","Ithaca","Turkey_Hill","50","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_50_2020","CortMovement","Control",69.8,6,11.6333333333333,"CortMovement_Control",217
"113","L20N035",0.666666666666667,0.966535433070866,9,"yes","","TRES","Ithaca","Turkey_Hill","50","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_50_2020","CortMovement","Control",69.8,6,11.6333333333333,"CortMovement_Control",508
"114","L20N036",0.5625,0.0584861662570114,16,"yes","","TRES","Ithaca","Turkey_Hill","50","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_50_2020","CortMovement","Control",69.8,6,11.6333333333333,"CortMovement_Control",15867
"115","L20N037",0.473684210526316,0.965174797020734,19,"yes","","TRES","Ithaca","Turkey_Hill","31","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_31_2020","CortMovement","Cort",51,3,17,"CortMovement_Cort",14903
"116","L20N038",0.7,0.995046001415428,10,"yes","","TRES","Ithaca","Turkey_Hill","31","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_31_2020","CortMovement","Cort",51,3,17,"CortMovement_Cort",11304
"117","L20N039",0.4,0.97021484375,10,"yes","","TRES","Ithaca","Turkey_Hill","31","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_31_2020","CortMovement","Cort",51,3,17,"CortMovement_Cort",2048
"118","L20N040",0.4,0.516600628501161,25,"yes","","TRES","Ithaca","Unit_4","63","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_63_2020","CortMovement","Cort",81.3,6,13.55,"CortMovement_Cort",36595
"119","L20N041",0.37037037037037,0.948133198789102,27,"yes","","TRES","Ithaca","Unit_4","63","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_63_2020","CortMovement","Cort",81.3,6,13.55,"CortMovement_Cort",19820
"120","L20N042",0.470588235294118,0.983243377520833,17,"yes","","TRES","Ithaca","Unit_4","63","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_63_2020","CortMovement","Cort",81.3,6,13.55,"CortMovement_Cort",44281
"121","L20N043",0.32,0.947355345208815,25,"yes","","TRES","Ithaca","Unit_4","63","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_63_2020","CortMovement","Cort",81.3,6,13.55,"CortMovement_Cort",40251
"122","L20N044",0.458333333333333,0.985303063483953,24,"yes","","TRES","Ithaca","Unit_4","63","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_63_2020","CortMovement","Cort",81.3,6,13.55,"CortMovement_Cort",41097
"123","L20N045",0.363636363636364,0.990490570887011,22,"yes","","TRES","Ithaca","Unit_4","63","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_63_2020","CortMovement","Cort",81.3,6,13.55,"CortMovement_Cort",31127
"124","L20N046",0.4,0.994640368742631,25,"yes","","TRES","Ithaca","Unit_4","97","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_97_2020","CortMovement","Control",70.2,5,14.04,"CortMovement_Control",55974
"125","L20N047",0.285714285714286,0.592592592592593,7,"yes","","TRES","Ithaca","Unit_4","97","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_97_2020","CortMovement","Control",70.2,5,14.04,"CortMovement_Control",27
"126","L20N048",0.363636363636364,0.0921052631578947,11,"yes","","TRES","Ithaca","Unit_4","97","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_97_2020","CortMovement","Control",70.2,5,14.04,"CortMovement_Control",76
"127","L20N049",0.409090909090909,0.995301034201605,22,"yes","","TRES","Ithaca","Unit_4","97","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_97_2020","CortMovement","Control",70.2,5,14.04,"CortMovement_Control",46606
"128","L20N050",0.25,0.947505411107154,16,"yes","","TRES","Ithaca","Unit_4","97","2020","Nestling","","6/12/20","164","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_97_2020","CortMovement","Control",70.2,5,14.04,"CortMovement_Control",36499
"129","L20N053",0.375,0.804769001490313,24,"yes","","TRES","Ithaca","Unit_4","89","2020","Nestling","","6/13/20","165","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_89_2020","CortMovement","Cort",59.8,5,11.96,"CortMovement_Cort",10065
"130","L20N054",0.241379310344828,0.00518090887944342,29,"yes","","TRES","Ithaca","Unit_4","89","2020","Nestling","","6/13/20","165","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_89_2020","CortMovement","Cort",59.8,5,11.96,"CortMovement_Cort",47289
"131","L20N055",0.380952380952381,0.026520081814801,21,"yes","","TRES","Ithaca","Unit_4","89","2020","Nestling","","6/13/20","165","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_89_2020","CortMovement","Cort",59.8,5,11.96,"CortMovement_Cort",43024
"132","L20N056",0.291666666666667,0.10309988196279,24,"yes","","TRES","Ithaca","Unit_4","89","2020","Nestling","","6/13/20","165","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_89_2020","CortMovement","Cort",59.8,5,11.96,"CortMovement_Cort",71164
"133","L20N057",0.375,0.0339522269740273,16,"yes","","TRES","Ithaca","Unit_4","89","2020","Nestling","","6/13/20","165","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_89_2020","CortMovement","Cort",59.8,5,11.96,"CortMovement_Cort",38348
"134","L20N058",0.333333333333333,0.00968816227671813,12,"yes","","TRES","Ithaca","Unit_4","72","2020","Nestling","","6/13/20","165","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_72_2020","CortMovement","Control",68.1,6,11.35,"CortMovement_Control",3303
"135","L20N059",0.294117647058824,0.828184110970996,17,"yes","","TRES","Ithaca","Unit_4","72","2020","Nestling","","6/13/20","165","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_72_2020","CortMovement","Control",68.1,6,11.35,"CortMovement_Control",3172
"136","L20N060",0.318181818181818,0.168268639166519,22,"yes","","TRES","Ithaca","Unit_4","72","2020","Nestling","","6/13/20","165","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_72_2020","CortMovement","Control",68.1,6,11.35,"CortMovement_Control",73139
"137","L20N061",0.277777777777778,0.00744416873449132,18,"yes","","TRES","Ithaca","Unit_4","72","2020","Nestling","","6/13/20","165","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_72_2020","CortMovement","Control",68.1,6,11.35,"CortMovement_Control",2821
"138","L20N062",0.3125,0.191709844559585,16,"yes","","TRES","Ithaca","Unit_4","72","2020","Nestling","","6/13/20","165","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_72_2020","CortMovement","Control",68.1,6,11.35,"CortMovement_Control",193
"139","L20N063",0.5,0.0050144030726555,8,"yes","","TRES","Ithaca","Turkey_Hill","69","2020","Nestling","","6/13/20","165","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_69_2020","CortMovement","Control",58.1,5,11.62,"CortMovement_Control",28119
"140","L20N064",0.714285714285714,0.0346798960548075,7,"yes","","TRES","Ithaca","Turkey_Hill","69","2020","Nestling","","6/13/20","165","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_69_2020","CortMovement","Control",58.1,5,11.62,"CortMovement_Control",42330
"141","L20N065",0.363636363636364,0.519457451961892,11,"yes","","TRES","Ithaca","Turkey_Hill","69","2020","Nestling","","6/13/20","165","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_69_2020","CortMovement","Control",58.1,5,11.62,"CortMovement_Control",6193
"142","L20N066",0.444444444444444,0.17548787699586,9,"yes","","TRES","Ithaca","Turkey_Hill","69","2020","Nestling","","6/13/20","165","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_69_2020","CortMovement","Control",58.1,5,11.62,"CortMovement_Control",13528
"143","L20N067",0.571428571428571,0.0486104808407907,7,"yes","","TRES","Ithaca","Turkey_Hill","69","2020","Nestling","","6/13/20","165","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_69_2020","CortMovement","Control",58.1,5,11.62,"CortMovement_Control",55091
"144","L20N074",0.285714285714286,0.0503789269856108,28,"yes","","TRES","Ithaca","Unit_4","6","2020","Nestling","","6/14/20","166","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_6_2020","CortMovement","Control",24.7,2,12.35,"CortMovement_Control",59906
"145","L20N075",0.357142857142857,0.686762778505898,14,"yes","","TRES","Ithaca","Unit_4","6","2020","Nestling","","6/14/20","166","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_6_2020","CortMovement","Control",24.7,2,12.35,"CortMovement_Control",1526
"146","L20N077",0.413793103448276,0.676522506619594,29,"yes","","TRES","Ithaca","Unit_4","65","2020","Nestling","","6/15/20","167","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_65_2020","CortMovement","Cort",57.6,4,14.4,"CortMovement_Cort",2266
"147","L20N078",0.238095238095238,0.996872400598902,21,"yes","","TRES","Ithaca","Unit_4","65","2020","Nestling","","6/15/20","167","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_65_2020","CortMovement","Cort",57.6,4,14.4,"CortMovement_Cort",30055
"148","L20N079",0.434782608695652,0.993830787309048,23,"yes","","TRES","Ithaca","Unit_4","65","2020","Nestling","","6/15/20","167","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_65_2020","CortMovement","Cort",57.6,4,14.4,"CortMovement_Cort",13616
"149","L20N080",0.470588235294118,0.891170431211499,17,"yes","","TRES","Ithaca","Unit_4","65","2020","Nestling","","6/15/20","167","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_65_2020","CortMovement","Cort",57.6,4,14.4,"CortMovement_Cort",487
"150","L20N089",0.666666666666667,0.88663967611336,9,"yes","","TRES","Ithaca","Turkey_Hill","9","2020","Nestling","","6/16/20","168","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_9_2020","CortMovement","Control",68.5,5,13.7,"CortMovement_Control",247
"151","L20N090",0.333333333333333,0.20223752151463,6,"yes","","TRES","Ithaca","Turkey_Hill","9","2020","Nestling","","6/16/20","168","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_9_2020","CortMovement","Control",68.5,5,13.7,"CortMovement_Control",1162
"152","L20N091",0.583333333333333,0.00190356984536755,12,"yes","","TRES","Ithaca","Turkey_Hill","9","2020","Nestling","","6/16/20","168","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_9_2020","CortMovement","Control",68.5,5,13.7,"CortMovement_Control",38349
"153","L20N092",0.266666666666667,0.154116612950483,15,"yes","","TRES","Ithaca","Turkey_Hill","9","2020","Nestling","","6/16/20","168","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_9_2020","CortMovement","Control",68.5,5,13.7,"CortMovement_Control",3413
"154","L20N093",0.5,0.000771429867949358,8,"yes","","TRES","Ithaca","Turkey_Hill","9","2020","Nestling","","6/16/20","168","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_9_2020","CortMovement","Control",68.5,5,13.7,"CortMovement_Control",22037
"155","L20N094",0.346153846153846,0.820340501792115,26,"yes","","TRES","Ithaca","Unit_4","16","2020","Nestling","","6/16/20","168","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_16_2020","CortMovement","Cort",74.8,6,12.4666666666667,"CortMovement_Cort",2232
"156","L20N095",0.307692307692308,0.711898499149002,26,"yes","","TRES","Ithaca","Unit_4","16","2020","Nestling","","6/16/20","168","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_16_2020","CortMovement","Cort",74.8,6,12.4666666666667,"CortMovement_Cort",6463
"157","L20N096",0.352941176470588,0.458367016976556,17,"yes","","TRES","Ithaca","Unit_4","16","2020","Nestling","","6/16/20","168","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_16_2020","CortMovement","Cort",74.8,6,12.4666666666667,"CortMovement_Cort",2474
"158","L20N097",0.258064516129032,0.924728301324996,31,"yes","","TRES","Ithaca","Unit_4","16","2020","Nestling","","6/16/20","168","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_16_2020","CortMovement","Cort",74.8,6,12.4666666666667,"CortMovement_Cort",33585
"159","L20N098",0.333333333333333,0.611570247933884,18,"yes","","TRES","Ithaca","Unit_4","16","2020","Nestling","","6/16/20","168","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_16_2020","CortMovement","Cort",74.8,6,12.4666666666667,"CortMovement_Cort",242
"160","L20N099",0.272727272727273,0.303370786516854,11,"yes","","TRES","Ithaca","Unit_4","16","2020","Nestling","","6/16/20","168","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_16_2020","CortMovement","Cort",74.8,6,12.4666666666667,"CortMovement_Cort",89
"161","L20N114",0.4,0.828648440508279,30,"yes","","TRES","Ithaca","Unit_4","91","2020","Nestling","","6/17/20","169","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_91_2020","CortMovement","Control",69.2,5,13.84,"CortMovement_Control",12985
"162","L20N115",0.391304347826087,0.985819263191526,23,"yes","","TRES","Ithaca","Unit_4","91","2020","Nestling","","6/17/20","169","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_91_2020","CortMovement","Control",69.2,5,13.84,"CortMovement_Control",40689
"163","L20N116",0.523809523809524,0.925050100200401,21,"yes","","TRES","Ithaca","Unit_4","91","2020","Nestling","","6/17/20","169","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_91_2020","CortMovement","Control",69.2,5,13.84,"CortMovement_Control",2495
"164","L20N117",0.363636363636364,0.81182666985875,22,"yes","","TRES","Ithaca","Unit_4","91","2020","Nestling","","6/17/20","169","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_91_2020","CortMovement","Control",69.2,5,13.84,"CortMovement_Control",4177
"165","L20N118",0.416666666666667,0.875806451612903,12,"yes","","TRES","Ithaca","Turkey_Hill","137","2020","Nestling","","6/17/20","169","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_137_2020","CortMovement","Cort",42.4,3,14.1333333333333,"CortMovement_Cort",1860
"166","L20N119",0.272727272727273,0.980842185128983,11,"yes","","TRES","Ithaca","Turkey_Hill","137","2020","Nestling","","6/17/20","169","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_137_2020","CortMovement","Cort",42.4,3,14.1333333333333,"CortMovement_Cort",5272
"167","L20N120",0.571428571428571,0.98550178874035,7,"yes","","TRES","Ithaca","Turkey_Hill","137","2020","Nestling","","6/17/20","169","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_137_2020","CortMovement","Cort",42.4,3,14.1333333333333,"CortMovement_Cort",5311
"168","L20N121",0.714285714285714,0.0184642206197005,7,"yes","","TRES","Ithaca","Turkey_Hill","48","2020","Nestling","","6/17/20","169","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_48_2020","CortMovement","Control",44.5,5,8.9,"CortMovement_Control",25238
"169","L20N122",0.2,0.00778035460462333,5,"yes","","TRES","Ithaca","Turkey_Hill","48","2020","Nestling","","6/17/20","169","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_48_2020","CortMovement","Control",44.5,5,8.9,"CortMovement_Control",26734
"170","L20N123",0.363636363636364,0.443158329888384,11,"yes","","TRES","Ithaca","Turkey_Hill","48","2020","Nestling","","6/17/20","169","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_48_2020","CortMovement","Control",44.5,5,8.9,"CortMovement_Control",2419
"171","L20N124",0.444444444444444,0.0718385434741984,9,"yes","","TRES","Ithaca","Turkey_Hill","48","2020","Nestling","","6/17/20","169","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_48_2020","CortMovement","Control",44.5,5,8.9,"CortMovement_Control",37459
"172","L20N125",0.555555555555556,0.00241130903939476,9,"yes","","TRES","Ithaca","Turkey_Hill","48","2020","Nestling","","6/17/20","169","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Turkey_Hill_48_2020","CortMovement","Control",44.5,5,8.9,"CortMovement_Control",33177
"173","L20N129",0.269230769230769,0.84991747229427,26,"yes","","TRES","Ithaca","Unit_4","105","2020","Nestling","","6/18/20","170","","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Unit_4_105_2020","CortMovement","Cort",62.7,5,12.54,"CortMovement_Cort",33928
