"","sampleID","percent_aquatic_pa","percent_aquatic_ra","num_fam","parental_investment_proj","band","species","location","site","nest","year","age","sex","capture_date","cap_doy","cap_num","age.1","mass","bhead","fwing","sseries_type","cort1_raw","cort1_correct","glucose1","buty","cort2_raw","cort2_correct","glucose2","inject1_type","inject1_dose","inject2_type","inject2_dose","cort3_raw","cort3_correct","glucose3","fate","micro_nb","blood_nb","bolus_nb","lifetag_nb","Notes","site_box_year","Nest_Experiment","Nest_Treatment","Day6_Brood_Mass","Brood_Size_Day6","avg_day6_mass","exp_treat","TotalReads"
"247","P20N013",0.45,0.693404634581105,20,"yes","281174201","TRES","Ithaca","Unit_4","13","2020","Adult","F","5/27/20","148","1","ASY",23.5,28.8,116,"B_S_D",0.95,1.01,NA,NA,41.15,43.87,NA,"Dex",11,"",NA,12.82,13.67,NA,"","M20N019","200023","","19552A3390","","Unit_4_13_2020","CortMovement","Control",58.1,5,11.62,"CortMovement_Control",1683
"248","P20N020",0.444444444444444,0.935012314292524,9,"yes","281174901","TRES","Ithaca","Turkey_Hill","31","2020","Adult","F","5/29/20","150","1","SY",23.5,28.3,116,"B_S_D",0.54,0.58,NA,NA,30.02,32,NA,"Dex",11,"",NA,12.02,12.81,NA,"","M20N026","200030","","554C1E34C3","","Turkey_Hill_31_2020","CortMovement","Cort",51,3,17,"CortMovement_Cort",12587
"249","P20N021",0.5,0.0877744439681859,12,"yes","281174203","TRES","Ithaca","Turkey_Hill","48","2020","Adult","F","5/29/20","150","1","ASY",22,28.8,116,"B_S_D",0.94,1.01,NA,NA,34.53,36.8,NA,"Dex",10,"",NA,7.43,7.93,NA,"","M20N027","200031","","4B1E2A4C50","Life tag and PIT tag had fallen off by second capture.","Turkey_Hill_48_2020","CortMovement","Control",44.5,5,8.9,"CortMovement_Control",20997
"250","P20N036",0.4,0.831325301204819,5,"yes","281174902","TRES","Ithaca","Unit_4","6","2020","Adult","F","5/30/20","151","1","ASY",23.5,28.5,115,"B_S_D",7.4,7.89,NA,NA,48.72,51.94,NA,"Dex",11,"",NA,34.52,36.79,NA,"","M20N048","200052","","553478347E","","Unit_4_6_2020","CortMovement","Control",24.7,2,12.35,"CortMovement_Control",83
"251","P20N037",0.428571428571429,0.997077059344553,7,"yes","281174204","TRES","Ithaca","Unit_4","63","2020","Adult","F","5/30/20","151","1","ASY",24,28.7,119,"B_S_D",1.73,1.85,NA,NA,62.52,66.64,NA,"Dex",11,"",NA,28.67,30.57,NA,"","M20N049","200053","","2A522D66D2","Life tag and PIT tag had fallen off by second capture","Unit_4_63_2020","CortMovement","Cort",81.3,6,13.55,"CortMovement_Cort",11290
"252","P20N038",0.333333333333333,0.000647878198898607,6,"yes","235120646","TRES","Ithaca","Unit_4","97","2020","Adult","F","5/30/20","151","1","ASY",23.5,27.8,125,"B_S_D",3.11,3.32,NA,NA,46.29,49.34,NA,"Dex",10,"",NA,13.59,14.49,NA,"","M20N050","200054","","34782A2D28","I'm pretty sure this isn't one of our bands. It maybe was banded by someone else at a different location??","Unit_4_97_2020","CortMovement","Control",70.2,5,14.04,"CortMovement_Control",18522
"253","P20N039",0.384615384615385,0.996745321399512,13,"yes","278172408","TRES","Ithaca","Unit_4","89","2020","Adult","F","5/30/20","151","1","ASY",22.5,27.4,116,"B_S_D",0.6,0.64,NA,NA,33.65,35.87,NA,"Dex",6,"",NA,5.15,5.49,NA,"","M20N051","200055","","55556678B2","This bird had a different life tag with PIT tag, plus a different PIT tag in previous year(s)","Unit_4_89_2020","CortMovement","Cort",59.8,5,11.96,"CortMovement_Cort",31954
"254","P20N046",0.25,0.0424242424242424,8,"yes","281174903","TRES","Ithaca","Turkey_Hill","25","2020","Adult","F","5/31/20","152","1","SY",22,27.6,117,"B_S_D",5.29,5.64,NA,NA,60.81,64.82,NA,"Dex",10,"",NA,14.88,15.87,NA,"","M20N067","200071","","1E075261B3","","Turkey_Hill_25_2020","CortMovement","Cort",NA,NA,NA,"CortMovement_Cort",330
"255","P20N047",0.444444444444444,0.876651982378855,9,"yes","281174205","TRES","Ithaca","Turkey_Hill","50","2020","Adult","F","5/31/20","152","1","SY",20.25,28,115,"B_S_D",1.48,1.58,NA,NA,50.59,53.93,NA,"Dex",9,"",NA,13.17,14.04,NA,"","M20N068","200072","","1EZDZD1979","Life tag fallen off at second capture","Turkey_Hill_50_2020","CortMovement","Control",69.8,6,11.6333333333333,"CortMovement_Control",227
"256","P20N048",0.333333333333333,0.985839304426633,9,"yes","281174206","TRES","Ithaca","Turkey_Hill","69","2020","Adult","F","5/31/20","152","1","ASY",20.25,27.6,114,"B_S_D",0.9,0.96,NA,NA,19.88,21.2,NA,"Dex",9,"",NA,14.85,15.83,NA,"","M20N069","200073","","4B072D4BB6","","Turkey_Hill_69_2020","CortMovement","Control",58.1,5,11.62,"CortMovement_Control",35309
"257","P20N049",0.75,0.647058823529412,4,"yes","281174207","TRES","Ithaca","Unit_4","11","2020","Adult","F","5/31/20","152","1","SY",23,28.1,114,"B_S_D",0.99,1.06,NA,NA,31.52,33.6,NA,"Dex",10.5,"",NA,12.22,13.03,NA,"","M20N070","200074","","071E4C33D2","","Unit_4_11_2020","CortMovement","Cort",NA,NA,NA,"CortMovement_Cort",34
"258","P20N053",0.25,0.291666666666667,8,"yes","281174208","TRES","Ithaca","Turkey_Hill","9","2020","Adult","F","6/1/20","153","1","ASY",19.75,28.5,114,"B_S_D",1.21,1.3,NA,NA,62.1,66.19,NA,"Dex",9,"",NA,NA,NA,NA,"","M20N078","200082","","554B52203D","Recorded as no dex bleed because of hematomas but no release time listed","Turkey_Hill_9_2020","CortMovement","Control",68.5,5,13.7,"CortMovement_Control",24
"259","P20N054",0.4,0.558139534883721,5,"yes","278172156","TRES","Ithaca","Unit_4","65","2020","Adult","F","6/1/20","153","1","ASY",19,29,116,"B_S_D",1.23,1.31,NA,NA,36.63,39.05,NA,"Dex",8.5,"",NA,11.26,12,NA,"","M20N079","200083","","52526678C6","Old PIT tag was removed to put on life tag","Unit_4_65_2020","CortMovement","Cort",57.6,4,14.4,"CortMovement_Cort",43
"260","P20N055",0.4,0.995279307631786,5,"yes","278172147","TRES","Ithaca","Unit_4","72","2020","Adult","F","6/1/20","153","1","ASY",22,28.5,117,"B_S_D",2.25,2.41,NA,NA,51.56,54.96,NA,"Dex",10,"",NA,20.41,21.76,NA,"","M20N080","200084","","19344B4BB1","Old pit tag was removed to put on life tag","Unit_4_72_2020","CortMovement","Control",68.1,6,11.35,"CortMovement_Control",1271
"261","P20N060",0.538461538461538,0.992191254204709,13,"yes","281174209","TRES","Ithaca","Unit_4","16","2020","Adult","F","6/2/20","154","1","ASY",22,28.4,118,"B_S_D",3.39,3.61,NA,NA,100.32,106.93,NA,"Dex",10,"",NA,23.58,25.14,NA,"","M20N085","200089","","557820335A","","Unit_4_16_2020","CortMovement","Cort",74.8,6,12.4666666666667,"CortMovement_Cort",16648
"262","P20N071",0.5,0.974448897795591,16,"yes","278172411","TRES","Ithaca","Unit_4","91","2020","Adult","F","6/3/20","155","1","ASY",25.25,28.9,115,"B_S_D",0.84,0.9,NA,NA,46.3,49.35,NA,"Dex",11.5,"",NA,NA,NA,NA,"","M20N097","200101","","5555196689","Couldn't get dex sample because of hematomas","Unit_4_91_2020","CortMovement","Control",69.2,5,13.84,"CortMovement_Control",19960
"263","P20N072",0.6,0.900900900900901,5,"yes","281174210","TRES","Ithaca","Turkey_Hill","24","2020","Adult","F","6/3/20","155","1","SY",19.25,28.5,117,"B_S_D",0.16,0.48,NA,NA,42.59,45.4,NA,"Dex",8.5,"",NA,15.11,16.11,NA,"","M20N098","200102","","522A2055FF","swab not fully insterted for microbiome","Turkey_Hill_24_2020","CortMovement","Control",NA,NA,NA,"CortMovement_Control",111
"264","P20N073",0.368421052631579,0.379667484328155,19,"yes","281174904","TRES","Ithaca","Turkey_Hill","137","2020","Adult","F","6/3/20","155","1","ASY",22,28.7,115,"B_S_D",1.48,1.58,NA,NA,16.87,17.98,NA,"Dex",10,"",NA,15.29,16.3,NA,"","M20N099","200103","","4B786166F2","","Turkey_Hill_137_2020","CortMovement","Cort",42.4,3,14.1333333333333,"CortMovement_Cort",11007
"265","P20N078",0.461538461538462,0.995821816545606,13,"yes","281174211","TRES","Ithaca","Turkey_Hill","56","2020","Adult","F","6/4/20","156","1","SY",23,28.4,115,"B_S_D",2.29,2.44,NA,NA,18.49,19.72,NA,"Dex",10.5,"",NA,14.14,15.07,NA,"","M20N106","200111","","3407612DC4","","Turkey_Hill_56_2020","CortMovement","Cort",75.2,5,15.04,"CortMovement_Cort",15557
"266","P20N082",0.384615384615385,0.221879535558781,13,"yes","281174212","TRES","Ithaca","Unit_4","105","2020","Adult","F","6/5/20","157","1","ASY",22,27.8,114,"B_S_D",2.71,2.89,NA,NA,21,22.39,NA,"Dex",10,"",NA,11.55,12.31,NA,"","M20N111","200118","","194BZD3460","","Unit_4_105_2020","CortMovement","Cort",62.7,5,12.54,"CortMovement_Cort",11024
"267","P20N094",0.153846153846154,0.0162481536189069,13,"yes","281174905","TRES","Ithaca","Unit_4","20","2020","Adult","F","6/6/20","158","1","SY",23.25,28.6,114,"B_S_D",0.91,0.97,NA,NA,10.28,10.96,NA,"Dex",10.5,"",NA,6.71,7.16,NA,"","M20N120","200131","","19664B6195","","Unit_4_20_2020","CortMovement","Control",NA,NA,NA,"CortMovement_Control",677
"268","P20N095",0.333333333333333,0.0140845070422535,9,"yes","281174213","TRES","Ithaca","Unit_4","78","2020","Adult","F","6/6/20","158","1","SY",22.25,29,114,"B_S_D",0.39,0.48,NA,NA,8.8,9.38,NA,"Dex",10,"",NA,7.52,8.02,NA,"","M20N121","200132","","6607072A8A","","Unit_4_78_2020","CortMovement","Cort",83.5,6,13.9166666666667,"CortMovement_Cort",639
"269","P20N096",0.25,0.10373760488177,12,"yes","281128402","TRES","Ithaca","Unit_4","101","2020","Adult","F","6/6/20","158","1","ASY",22.5,28.5,122,"B_S_D",0.83,0.89,NA,NA,19.52,20.82,NA,"Dex",10.5,"",NA,5.55,5.92,NA,"","M20N122","200133","","34784B1E51","Old PIT tag removed to put on life tag mass taken without old PIT tag","Unit_4_101_2020","CortMovement","Cort",73.6,6,12.2666666666667,"CortMovement_Cort",5244
"270","P20N097",0.5,0.631758679567444,16,"yes","281174906","TRES","Ithaca","Turkey_Hill","110","2020","Adult","F","6/6/20","158","1","SY",22.5,28.4,113,"B_S_D",0.75,0.81,NA,NA,24.05,25.64,NA,"Dex",10.5,"",NA,17.66,18.82,NA,"","M20N123","200134","","3407073315","","Turkey_Hill_110_2020","CortMovement","Control",NA,NA,NA,"CortMovement_Control",1757
"271","P20N102",0.5,0.938463016945895,14,"yes","281174215","TRES","Ithaca","Turkey_Hill","32","2020","Adult","F","6/7/20","159","1","SY",20.75,28.7,115,"B_S_D",2.56,2.74,NA,NA,31.14,33.2,NA,"Dex",9.5,"",NA,10.09,10.76,NA,"","M20N129","200142","","34074B610B","","Turkey_Hill_32_2020","CortMovement","Control",56.2,5,11.24,"CortMovement_Control",31217
"272","P20N103",0.5,0.977793696275072,10,"yes","281174908","TRES","Ithaca","Turkey_Hill","101","2020","Adult","F","6/7/20","159","1","SY",24,28.2,112,"B_S_D",1.2,1.28,NA,NA,10.35,11.04,NA,"Dex",11,"",NA,9.81,10.46,NA,"","M20N130","200143","","2D61521EE2","","Turkey_Hill_101_2020","CortMovement","Cort",69.7,5,13.94,"CortMovement_Cort",12564
"273","P20N120",0.2,0.992051463406419,15,"yes","281174216","TRES","Ithaca","Turkey_Hill","123","2020","Adult","F","6/9/20","161","1","SY",20.5,28.9,112,"B_S_D",0.36,0.48,NA,NA,24.99,26.64,NA,"Dex",9.5,"",NA,13.73,14.64,NA,"","M20N146","200166","","194B4B1E3D","","Turkey_Hill_123_2020","CortMovement","Control",58.6,4,14.65,"CortMovement_Control",29691
"274","P20N122",0.25,0.00127145581691036,16,"yes","281174202","TRES","Ithaca","Unit_4","3","2020","Adult","F","6/10/20","162","2","SY",19,28.7,116,"B_S",88.16,93.97,NA,NA,128.28,136.73,NA,"",NA,"",NA,NA,NA,NA,"","M20N147","200168","","ZD782D4CAZ","","Unit_4_3_2020","CortMovement","Cort",61.1,5,12.22,"CortMovement_Cort",11011
"275","P20N123",0.277777777777778,0.90713239907969,18,"yes","281174201","TRES","Ithaca","Unit_4","13","2020","Adult","F","6/10/20","162","2","ASY",18.5,28.7,114,"B_S",2.43,2.59,NA,NA,77.47,82.58,NA,"",NA,"",NA,NA,NA,NA,"","M20N148","200169","","19552A3390","","Unit_4_13_2020","CortMovement","Control",58.1,5,11.62,"CortMovement_Control",28686
"276","P20N143",0.407407407407407,0.924176825794691,27,"yes","281174203","TRES","Ithaca","Turkey_Hill","48","2020","Adult","F","6/11/20","163","2","ASY",20,28.6,117,"B_S",1.56,1.67,NA,NA,26.95,28.73,NA,"",NA,"",NA,NA,NA,NA,"","M20N168","200203","","4B074C550C","At this capture previous life tag and PIT had fallen off, replaced with these ones","Turkey_Hill_48_2020","CortMovement","Control",44.5,5,8.9,"CortMovement_Control",17554
"277","P20N150",0.380952380952381,0.0661463965022801,21,"yes","281174204","TRES","Ithaca","Unit_4","63","2020","Adult","F","6/12/20","164","2","ASY",19.25,28.9,118,"B_S",79.67,84.92,NA,NA,113.33,120.79,NA,"",NA,"",NA,NA,NA,NA,"","M20N174","200214","B20N013","","Life tag had fallen off","Unit_4_63_2020","CortMovement","Cort",81.3,6,13.55,"CortMovement_Cort",63813
"278","P20N151",0.363636363636364,0.527363184079602,11,"yes","235120646","TRES","Ithaca","Unit_4","97","2020","Adult","F","6/12/20","164","2","ASY",20.75,29,125,"B_S",1.79,1.92,NA,NA,26.33,28.07,NA,"",NA,"",NA,NA,NA,NA,"","M20N175","200215","","3478ZA2D28","","Unit_4_97_2020","CortMovement","Control",70.2,5,14.04,"CortMovement_Control",402
"279","P20N152",0.4,0.0395988686037542,10,"yes","281174901","TRES","Ithaca","Turkey_Hill","31","2020","Adult","F","6/12/20","164","2","SY",19.25,28.8,111,"B_S",2.32,2.48,NA,NA,34.19,36.45,NA,"",NA,"",NA,NA,NA,NA,"","M20N176","200216","","554C1E34C3","","Turkey_Hill_31_2020","CortMovement","Cort",51,3,17,"CortMovement_Cort",11667
"280","P20N153",0.454545454545455,0.994616977225673,11,"yes","281174205","TRES","Ithaca","Turkey_Hill","50","2020","Adult","F","6/12/20","164","2","SY",18.75,28,115,"B_S",2.43,2.6,NA,NA,33.38,35.59,NA,"",NA,"",NA,NA,NA,NA,"","M20N177","200217","B20N014","","","Turkey_Hill_50_2020","CortMovement","Control",69.8,6,11.6333333333333,"CortMovement_Control",4830
"281","P20N155",0.555555555555556,0.743421052631579,9,"yes","278172147","TRES","Ithaca","Unit_4","72","2020","Adult","F","6/13/20","165","2","ASY",20.5,28.4,117,"B_S",5.04,5.37,NA,NA,19.59,20.88,NA,"",NA,"",NA,NA,NA,NA,"","M20N178","200219","","19344B4BB1","","Unit_4_72_2020","CortMovement","Control",68.1,6,11.35,"CortMovement_Control",304
"282","P20N157",0.368421052631579,0.343558282208589,19,"yes","278172408","TRES","Ithaca","Unit_4","89","2020","Adult","F","6/13/20","165","2","ASY",19,28.2,117,"B_S",203.86,217.29,NA,NA,241.41,257.31,NA,"",NA,"",NA,NA,NA,NA,"","M20N179","200221","B20N016","55556678B2","","Unit_4_89_2020","CortMovement","Cort",59.8,5,11.96,"CortMovement_Cort",163
"283","P20N160",0.260869565217391,0.960859924804782,23,"yes","281174206","TRES","Ithaca","Turkey_Hill","69","2020","Adult","F","6/13/20","165","2","ASY",18.25,27.8,113,"B_S",3.38,3.61,NA,NA,36.89,39.32,NA,"",NA,"",NA,NA,NA,NA,"","M20N183","200227","B20N018","4B072D4BB6","","Turkey_Hill_69_2020","CortMovement","Control",58.1,5,11.62,"CortMovement_Control",10373
"284","P20N166",0.388888888888889,0.987667747761745,18,"yes","281174902","TRES","Ithaca","Unit_4","6","2020","Adult","F","6/14/20","166","2","ASY",19.75,28,116,"B_S",0.53,0.57,NA,NA,43.01,45.87,NA,"",NA,"",NA,NA,NA,NA,"","M20N186","200234","","553478347E","","Unit_4_6_2020","CortMovement","Control",24.7,2,12.35,"CortMovement_Control",51491
"285","P20N171",0.142857142857143,0.0233333333333333,14,"yes","278172156","TRES","Ithaca","Unit_4","65","2020","Adult","F","6/15/20","167","2","ASY",18.25,28.4,116,"B_S",5.22,5.57,NA,NA,108.32,115.46,NA,"",NA,"",NA,NA,NA,NA,"","M20N189","200240","","52526678C6","glue added to life tag","Unit_4_65_2020","CortMovement","Cort",57.6,4,14.4,"CortMovement_Cort",300
"286","P20N175",0.2,0.0340632603406326,10,"yes","281174209","TRES","Ithaca","Unit_4","16","2020","Adult","F","6/16/20","168","2","ASY",20.25,28.4,119,"B_S",65.11,69.4,NA,NA,203.3,216.7,NA,"",NA,"",NA,NA,NA,NA,"","M20N193","200248","","557820335A","","Unit_4_16_2020","CortMovement","Cort",74.8,6,12.4666666666667,"CortMovement_Cort",411
"287","P20N178",0.5625,0.908284023668639,16,"yes","281174904","TRES","Ithaca","Turkey_Hill","137","2020","Adult","F","6/17/20","169","2","SY",18.75,28.8,118,"B_S",223.85,238.6,NA,NA,98.61,105.11,NA,"",NA,"",NA,NA,NA,NA,"","M20N195","200262","B20N023","4B786166F2","","Turkey_Hill_137_2020","CortMovement","Cort",42.4,3,14.1333333333333,"CortMovement_Cort",676
"288","P20N180",0.409090909090909,0.00395873320537428,22,"yes","281174212","TRES","Ithaca","Unit_4","105","2020","Adult","F","6/18/20","170","2","ASY",18.5,27.4,117,"B_S",17.3,18.44,NA,NA,64.86,69.13,NA,"",NA,"",NA,NA,NA,NA,"","M20N197","200270","B20N024","194BZD3460","","Unit_4_105_2020","CortMovement","Cort",62.7,5,12.54,"CortMovement_Cort",33344
"289","P20N181",0.388888888888889,0.858689458689459,18,"yes","281174211","TRES","Ithaca","Turkey_Hill","56","2020","Adult","F","6/18/20","170","2","SY",18,28.5,115,"B_S",179.75,191.59,NA,NA,135.76,144.7,NA,"",NA,"",NA,NA,NA,NA,"","M20N198","200271","B20N025","3407612DC4","No stress bleed time listed and release is much later than 30 minutes so not sure about timing","Turkey_Hill_56_2020","CortMovement","Cort",75.2,5,15.04,"CortMovement_Cort",1755
"290","P20N185",0.357142857142857,0.00817177637511271,14,"yes","281128402","TRES","Ithaca","Unit_4","101","2020","Adult","F","6/19/20","171","2","ASY",18.75,28.2,122,"B_S",69.5,74.08,NA,NA,37.68,40.17,NA,"",NA,"",NA,NA,NA,NA,"","M20N202","200298","B20N026","34784B1E5","Swab hit tail on way out of bird","Unit_4_101_2020","CortMovement","Cort",73.6,6,12.2666666666667,"CortMovement_Cort",17744
"291","P20N186",0.444444444444444,0.1090573012939,18,"yes","281174215","TRES","Ithaca","Turkey_Hill","32","2020","Adult","F","6/19/20","171","2","SY",17.75,28.8,115,"B_S",2.45,2.62,NA,NA,37.73,40.22,NA,"",NA,"",NA,NA,NA,NA,"","M20N203","200299","","34074B610B","","Turkey_Hill_32_2020","CortMovement","Control",56.2,5,11.24,"CortMovement_Control",541
"292","P20N187",0.142857142857143,0.202662721893491,21,"yes","281174213","TRES","Ithaca","Unit_4","78","2020","Adult","F","6/20/20","172","2","SY",18,28.2,116,"B_S",132.31,141.03,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","M20N204","200316","","6607072A8A","escaped from bag through hole before stress bleed","Unit_4_78_2020","CortMovement","Cort",83.5,6,13.9166666666667,"CortMovement_Cort",676
"293","P20N190",0.291666666666667,0.616117552519802,24,"yes","281174216","TRES","Ithaca","Turkey_Hill","123","2020","Adult","F","6/22/20","174","2","SY",18.5,28.8,112,"B_S",2.6,2.78,NA,NA,28.54,30.43,NA,"",NA,"",NA,NA,NA,NA,"","M20N208","200686","B20N027","194B4B1E3D","","Turkey_Hill_123_2020","CortMovement","Control",58.6,4,14.65,"CortMovement_Control",26133
